flag_row,repository,project,antipattern,relative_path,line_from,line_to,source_role,source_sha256,source_file_exists,in_source_manifest,source_frame_status,span_in_bounds,fragment_alignment,fragment_found_in_source_file
6563,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeCrise.java,61,61,generated schema,0be5498da428609bee95ad4ad26359c6e6cda943f349a45c81e0190a9412241d,true,true,src,true,trimmed_exact,true
6564,atolcd/sdis-remocra,atolcd_sdis-remocra,Fear of the Unknown,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeCrise.java,66,66,generated schema,0be5498da428609bee95ad4ad26359c6e6cda943f349a45c81e0190a9412241d,true,true,src,true,trimmed_exact,true
6565,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeCriseCategorieEvenement.java,62,62,generated schema,6da3833e2def8ba59f5be16ee33c39b9f32bf06a96e158c83e852c2de1cf326e,true,true,src,true,trimmed_exact,true
6566,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeCriseContexte.java,64,64,generated schema,31564d553a30b8b4480ad0ccddb9f94635af26ccbb854023b35fedae30022eca,true,true,src,true,trimmed_exact,true
6567,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeCriseNatureEvenement.java,62,62,generated schema,f831804f1a471d4e0d49259353c160aed281531ca643914b7d4b47eb81b87810,true,true,src,true,trimmed_exact,true
6568,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeCriseProprieteEvenement.java,62,62,generated schema,50191b27f4b93c1f59039546a50d4697aedd24210f74e98be30b889e45448293,true,true,src,true,trimmed_exact,true
6569,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeCriseStatut.java,62,62,generated schema,79f4c14dcd1ebc39dafcba00de312fc377c00443cc54bf109f134f1764e1835e,true,true,src,true,trimmed_exact,true
6570,atolcd/sdis-remocra,atolcd_sdis-remocra,Fear of the Unknown,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeCriseStatut.java,67,67,generated schema,79f4c14dcd1ebc39dafcba00de312fc377c00443cc54bf109f134f1764e1835e,true,true,src,true,trimmed_exact,true
6571,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeDroit.java,61,61,generated schema,121b6d1d798f208cba245f07e58f04886e8c20d17d55cd8c93f0c5f645a51462,true,true,src,true,trimmed_exact,true
6572,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeEtude.java,61,61,generated schema,5e9ffaa8263d5d59e97a1f0715c7bae53ff7574bb25cd314293fa9a2046288e7,true,true,src,true,trimmed_exact,true
6573,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeEtudeStatut.java,61,61,generated schema,b604bd690193e7dfb2af31f9cfd325a046c247dab4a75979eb47679359e3be1a,true,true,src,true,trimmed_exact,true
6574,atolcd/sdis-remocra,atolcd_sdis-remocra,Fear of the Unknown,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeEtudeStatut.java,81,81,generated schema,b604bd690193e7dfb2af31f9cfd325a046c247dab4a75979eb47679359e3be1a,true,true,src,true,trimmed_exact,true
6575,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeHydrant.java,61,61,generated schema,aee9385ee48ede97b7d57dc426d0b9084b85128f41e7c127da4e2eb356d84a88,true,true,src,true,trimmed_exact,true
6576,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeHydrantAnomalie.java,61,61,generated schema,9e69ec0c029fd9ab466da904a89e1d73d03e555ede383b25b9a6c2a697888a03,true,true,src,true,trimmed_exact,true
6577,atolcd/sdis-remocra,atolcd_sdis-remocra,Fear of the Unknown,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeHydrantAnomalie.java,66,66,generated schema,9e69ec0c029fd9ab466da904a89e1d73d03e555ede383b25b9a6c2a697888a03,true,true,src,true,trimmed_exact,true
6578,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeHydrantAnomalieNature.java,61,61,generated schema,d7f8ce856e7cc3926b6550aa695ad80cb157b21f3b9234f529b0069a6d9637cc,true,true,src,true,trimmed_exact,true
6579,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeHydrantAspiration.java,61,61,generated schema,9ff8fc6e5880303450fa6bd71b54d3beffb3564450784865999a2577e37d5ca7,true,true,src,true,trimmed_exact,true
6580,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeHydrantCritere.java,61,61,generated schema,bb7309298533c25f03b2a4e2d4ee561d6cce6b449caf9b304c1432745efea841,true,true,src,true,trimmed_exact,true
6581,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeHydrantDiametre.java,61,61,generated schema,fd5caa233c41a26199d92bcddf410e57976b71d46aa2e77494847cf299b08845,true,true,src,true,trimmed_exact,true
6582,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeHydrantDomaine.java,61,61,generated schema,07f04d4a7da037b3d9d9d1f6db20724bf92b9caaa137ab2caad79a357c0eade4,true,true,src,true,trimmed_exact,true
6583,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeHydrantImportctpErreur.java,61,61,generated schema,063199842c90b95d559af2b769ad192f55020057dfdd4f29314304886a78660a,true,true,src,true,trimmed_exact,true
6584,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeHydrantIndispoStatut.java,61,61,generated schema,2690a181007c303923904073471fb10432e01745b1f3d8d0f220b9817bbbc864,true,true,src,true,trimmed_exact,true
6585,atolcd/sdis-remocra,atolcd_sdis-remocra,Fear of the Unknown,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeHydrantIndispoStatut.java,66,66,generated schema,2690a181007c303923904073471fb10432e01745b1f3d8d0f220b9817bbbc864,true,true,src,true,trimmed_exact,true
6586,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeHydrantMarque.java,61,61,generated schema,ec0b46140deed26ce39a384f6d659ffa3ea0ab056af19940f08cfc85dbe84820,true,true,src,true,trimmed_exact,true
6587,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeHydrantMateriau.java,61,61,generated schema,1e436aec28d10b810f54c2381f84ee373f202e38358bdf2b301c733cc36317de,true,true,src,true,trimmed_exact,true
6588,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeHydrantModele.java,61,61,generated schema,9672f30f902a6441842f98b3a3aae99924fa2d03f1fb855b0912f1bad43bb407,true,true,src,true,trimmed_exact,true
6589,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeHydrantNature.java,61,61,generated schema,ec536679fcef483c6eb95e860ecf7c07d866453a3df37759fc4e2a189947f1a9,true,true,src,true,trimmed_exact,true
6590,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeHydrantNatureDeci.java,61,61,generated schema,9894bb4fab78fde796d004c716e433c6f4f0056736bb1c747673bd70e4c4a06d,true,true,src,true,trimmed_exact,true
6591,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeHydrantNiveau.java,61,61,generated schema,67a9da3569ae23b9e0072255ba3f9a6162b291b4b42c503828fc44bbca54c72f,true,true,src,true,trimmed_exact,true
6592,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeHydrantPositionnement.java,61,61,generated schema,ecf3422a8146802e21fe5c615fde90363fc96ce141eae8eea1b2b57ae1ab007e,true,true,src,true,trimmed_exact,true
6593,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeHydrantSaisie.java,61,61,generated schema,3153307ff194f3d29a069ce2ce68f3b4dcd5da39cac65f9c268acb99af9446dd,true,true,src,true,trimmed_exact,true
6594,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeHydrantVolConstate.java,61,61,generated schema,fb8019e1a4abf1675b5e2d672fb09a58639747d39270c6fb00b8b4ec0432d598,true,true,src,true,trimmed_exact,true
6595,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeMoyen.java,61,61,generated schema,5532240b9afc73e6a6ff7b095c07e44a99853e805947049e13b0d2c7a06fe13a,true,true,src,true,trimmed_exact,true
6596,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOldebAcces.java,62,62,generated schema,3759455a1d6608229861b67b2b5b02be3a9c52d572744b783eaac7db1ec8409c,true,true,src,true,trimmed_exact,true
6597,atolcd/sdis-remocra,atolcd_sdis-remocra,Fear of the Unknown,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOldebAcces.java,67,67,generated schema,3759455a1d6608229861b67b2b5b02be3a9c52d572744b783eaac7db1ec8409c,true,true,src,true,trimmed_exact,true
6598,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOldebAction.java,62,62,generated schema,9a96e0a47ce9edb10959b7d6bca3bf5b7d4467adb873bcf6f3e80c05d08f46b0,true,true,src,true,trimmed_exact,true
6599,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOldebAnomalie.java,62,62,generated schema,6e18955a4395d9eefa642f3c5b7e0568efe3aa419dad560cab8cedf4737ebe39,true,true,src,true,trimmed_exact,true
6600,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOldebAvis.java,62,62,generated schema,b440a4f91a113319f5c042b07d73d48c1b30ba3a797cc0cead33fffc70df2d09,true,true,src,true,trimmed_exact,true
6601,atolcd/sdis-remocra,atolcd_sdis-remocra,Fear of the Unknown,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOldebAvis.java,67,67,generated schema,b440a4f91a113319f5c042b07d73d48c1b30ba3a797cc0cead33fffc70df2d09,true,true,src,true,trimmed_exact,true
6602,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOldebCaracteristique.java,62,62,generated schema,f2f56909e63c77ef6d41ca7db5d16d6cda17d27f8003ade73f541e3736ef2b6c,true,true,src,true,trimmed_exact,true
6603,atolcd/sdis-remocra,atolcd_sdis-remocra,Fear of the Unknown,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOldebCaracteristique.java,67,67,generated schema,f2f56909e63c77ef6d41ca7db5d16d6cda17d27f8003ade73f541e3736ef2b6c,true,true,src,true,trimmed_exact,true
6604,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOldebCategorieAnomalie.java,62,62,generated schema,5bf3cad816027e61dee7d30671ab3ca0c41ce21616abe9ec73c5d9ddc92af834,true,true,src,true,trimmed_exact,true
6605,atolcd/sdis-remocra,atolcd_sdis-remocra,Fear of the Unknown,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOldebCategorieAnomalie.java,67,67,generated schema,5bf3cad816027e61dee7d30671ab3ca0c41ce21616abe9ec73c5d9ddc92af834,true,true,src,true,trimmed_exact,true
6606,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOldebCategorieCaracteristique.java,62,62,generated schema,0c7b0d4b65db170cde970ccb1ae101119d5b11a98db49c8c0302a7029a2418de,true,true,src,true,trimmed_exact,true
6607,atolcd/sdis-remocra,atolcd_sdis-remocra,Fear of the Unknown,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOldebCategorieCaracteristique.java,67,67,generated schema,0c7b0d4b65db170cde970ccb1ae101119d5b11a98db49c8c0302a7029a2418de,true,true,src,true,trimmed_exact,true
6608,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOldebDebroussaillement.java,62,62,generated schema,fd2c53cc432463c029d91a889c825220eed8d5552b14bc578ce47fbfddd5ff00,true,true,src,true,trimmed_exact,true
6609,atolcd/sdis-remocra,atolcd_sdis-remocra,Fear of the Unknown,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOldebDebroussaillement.java,67,67,generated schema,fd2c53cc432463c029d91a889c825220eed8d5552b14bc578ce47fbfddd5ff00,true,true,src,true,trimmed_exact,true
6610,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOldebResidence.java,62,62,generated schema,094d3260a62cf0162cf9d2df92b693a1752984c3f2285b8dacf2ad46273a4a23,true,true,src,true,trimmed_exact,true
6611,atolcd/sdis-remocra,atolcd_sdis-remocra,Fear of the Unknown,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOldebResidence.java,67,67,generated schema,094d3260a62cf0162cf9d2df92b693a1752984c3f2285b8dacf2ad46273a4a23,true,true,src,true,trimmed_exact,true
6612,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOldebSuite.java,61,61,generated schema,83404c5882f76d7e5fff68118c5f32535426cc0ccee957c10034f15a6ddfa4cb,true,true,src,true,trimmed_exact,true
6613,atolcd/sdis-remocra,atolcd_sdis-remocra,Fear of the Unknown,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOldebSuite.java,66,66,generated schema,83404c5882f76d7e5fff68118c5f32535426cc0ccee957c10034f15a6ddfa4cb,true,true,src,true,trimmed_exact,true
6614,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOldebZoneUrbanisme.java,61,61,generated schema,cff398dd8bf03f5f194413a835c2928781fe43b73fcc56f656586bb3d8987672,true,true,src,true,trimmed_exact,true
6615,atolcd/sdis-remocra,atolcd_sdis-remocra,Fear of the Unknown,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOldebZoneUrbanisme.java,66,66,generated schema,cff398dd8bf03f5f194413a835c2928781fe43b73fcc56f656586bb3d8987672,true,true,src,true,trimmed_exact,true
6616,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeOrganisme.java,61,61,generated schema,411b2cac56cf45f61440266faeb0ce02070a36d8d3d237b6024496c601bf8ca9,true,true,src,true,trimmed_exact,true
6617,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypePermisAvis.java,61,61,generated schema,8d70511823495752eff732cf22392d8bd790490bb7de1113eac9aa5ce9bf90d2,true,true,src,true,trimmed_exact,true
6618,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypePermisInterservice.java,61,61,generated schema,12f03b69d36ed45b61441dae13f3e09dfa4887d42f2eee851553502de120990f,true,true,src,true,trimmed_exact,true
6619,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeRciDegreCertitude.java,61,61,generated schema,2e9aa9c32535697b7f6dbff8024cca09bd085908a56ce216c11281568a30bdfb,true,true,src,true,trimmed_exact,true
6620,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeRciOrigineAlerte.java,61,61,generated schema,b8529265631abdb0039fb8274ab660e55d2fefcfc30521a5c0cc1705b7984593,true,true,src,true,trimmed_exact,true
6621,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeRciPromCategorie.java,61,61,generated schema,40c2b9cc0ea38255c5d25f31721bda2d3022f2857a5cfca9a9d7012ed0ef0807,true,true,src,true,trimmed_exact,true
6622,atolcd/sdis-remocra,atolcd_sdis-remocra,Fear of the Unknown,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeRciPromCategorie.java,81,81,generated schema,40c2b9cc0ea38255c5d25f31721bda2d3022f2857a5cfca9a9d7012ed0ef0807,true,true,src,true,trimmed_exact,true
6623,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeRciPromFamille.java,61,61,generated schema,ebadf27cbd4751221759e440065228beb811ee4fc2c79835cda90d7cab82f793,true,true,src,true,trimmed_exact,true
6624,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeRciPromPartition.java,61,61,generated schema,c2e457d66403e5d0def45be5e6d20d6a23a9f3ec4f099d519c7f0a439bb331e5,true,true,src,true,trimmed_exact,true
6625,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeRciRisqueMeteo.java,61,61,generated schema,6bd4880c4848527a268d3bd9e01e664251232080e62189d8b1d9cb9dc0af6693,true,true,src,true,trimmed_exact,true
6626,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeReseauAlimentation.java,61,61,generated schema,7de731303a8c5dfd52d2f09b2bc69138704f23fe6272e03767bbbcd6ec19ec5c,true,true,src,true,trimmed_exact,true
6627,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/TypeReseauCanalisation.java,61,61,generated schema,e41f9a596ba3e7c8cfacfb01308d94024f5c9569204b12c5ee99366bb2a62a07,true,true,src,true,trimmed_exact,true
6628,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/Utilisateur.java,63,63,generated schema,076872ab0f5b3813f27cb82b5fbcea6569f233f57654df3216f6622eeb2e9f60,true,true,src,true,trimmed_exact,true
6629,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/Voie.java,61,61,generated schema,598c01967ed8537aee09da3c64520f51b94ee48d515b5f55e854137b299a9ba5,true,true,src,true,trimmed_exact,true
6630,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/ZoneCompetence.java,61,61,generated schema,23a286a6db51318451f9f111a03de08e99b12de1627be982a79f4a8305f524bf,true,true,src,true,trimmed_exact,true
6631,atolcd/sdis-remocra,atolcd_sdis-remocra,Keyless Entry,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/ZoneCompetenceCommune.java,58,58,generated schema,5662786269d0ac6c01945072bc138df6b6d618e7f7c23dc6f6a4f2dd43fa206a,true,true,src,true,trimmed_exact,true
6632,atolcd/sdis-remocra,atolcd_sdis-remocra,Keyless Entry,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/ZoneCompetenceCommune.java,63,63,generated schema,5662786269d0ac6c01945072bc138df6b6d618e7f7c23dc6f6a4f2dd43fa206a,true,true,src,true,trimmed_exact,true
6633,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/remocra/tables/ZoneSpeciale.java,61,61,generated schema,95834aa5a928f5871a16f852076a4a7b4c1464b7eaba11cae29699470a4687e3,true,true,src,true,trimmed_exact,true
6634,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/tracabilite/tables/Hydrant.java,66,66,generated schema,9ae9347330d5ea0f4b76040cb1a5f5cf9187c7d32ffd7fb650cfb1807774af1d,true,true,src,true,trimmed_exact,true
6635,atolcd/sdis-remocra,atolcd_sdis-remocra,ID Required,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/tracabilite/tables/HydrantVisite.java,59,59,generated schema,d294c9d00cd28956071f9adc43ff514f3d866e154f5777788d1a999ef1e6aed7,true,true,src,true,trimmed_exact,true
6636,atolcd/sdis-remocra,atolcd_sdis-remocra,Keyless Entry,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/tracabilite/tables/HydrantVisite.java,84,84,generated schema,d294c9d00cd28956071f9adc43ff514f3d866e154f5777788d1a999ef1e6aed7,true,true,src,true,trimmed_exact,true
6637,atolcd/sdis-remocra,atolcd_sdis-remocra,Rounding Errors,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/tracabilite/tables/HydrantVisite.java,124,124,generated schema,d294c9d00cd28956071f9adc43ff514f3d866e154f5777788d1a999ef1e6aed7,true,true,src,true,trimmed_exact,true
6638,atolcd/sdis-remocra,atolcd_sdis-remocra,Rounding Errors,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/tracabilite/tables/HydrantVisite.java,129,129,generated schema,d294c9d00cd28956071f9adc43ff514f3d866e154f5777788d1a999ef1e6aed7,true,true,src,true,trimmed_exact,true
6639,atolcd/sdis-remocra,atolcd_sdis-remocra,Rounding Errors,api-remocra/api/src/main/jooq/fr/sdis83/remocra/db/model/tracabilite/tables/HydrantVisite.java,134,134,generated schema,d294c9d00cd28956071f9adc43ff514f3d866e154f5777788d1a999ef1e6aed7,true,true,src,true,trimmed_exact,true
6640,atolcd/sdis-remocra,atolcd_sdis-remocra,Poor Man's Search Engine,remocra/src/main/java/fr/sdis83/remocra/repository/CommuneRepository.java,83,83,application/query source,8792b85cf355e4ed1b5be310ee0026699341c4cfd1e4f48dd7127f2cf47008b9,true,true,src,true,trimmed_exact,true
6641,atolcd/sdis-remocra,atolcd_sdis-remocra,Implicit Columns,remocra/src/main/java/fr/sdis83/remocra/repository/ContactRepository.java,54,54,application/query source,79f434e4dc86d3f4af118a62690a0ab5dd4f328f2588b1bceb7f62dbac508a48,true,true,src,true,trimmed_exact,true
6642,atolcd/sdis-remocra,atolcd_sdis-remocra,Implicit Columns,remocra/src/main/java/fr/sdis83/remocra/repository/ContactRepository.java,183,183,application/query source,79f434e4dc86d3f4af118a62690a0ab5dd4f328f2588b1bceb7f62dbac508a48,true,true,src,true,trimmed_exact,true
6643,atolcd/sdis-remocra,atolcd_sdis-remocra,Implicit Columns,remocra/src/main/java/fr/sdis83/remocra/repository/CourrierRepository.java,364,365,application/query source,2fcdf41ee4ad02a3fd67a812730ae3f63cfb4e2fe5752f473923b82cac7d4c11,true,true,src,true,source_span_within_archived_fragment,true
6644,atolcd/sdis-remocra,atolcd_sdis-remocra,Implicit Columns,remocra/src/main/java/fr/sdis83/remocra/repository/CriseEvenementRepository.java,266,266,application/query source,ca5af0d9b3a1678d49e56e0c7922a9ef589f3d9bf656cd62a51ce0e3a91f4405,true,true,src,true,trimmed_exact,true
6645,atolcd/sdis-remocra,atolcd_sdis-remocra,Implicit Columns,remocra/src/main/java/fr/sdis83/remocra/repository/CriseEvenementRepository.java,274,274,application/query source,ca5af0d9b3a1678d49e56e0c7922a9ef589f3d9bf656cd62a51ce0e3a91f4405,true,true,src,true,trimmed_exact,true
6646,atolcd/sdis-remocra,atolcd_sdis-remocra,Implicit Columns,remocra/src/main/java/fr/sdis83/remocra/repository/CriseEvenementRepository.java,282,282,application/query source,ca5af0d9b3a1678d49e56e0c7922a9ef589f3d9bf656cd62a51ce0e3a91f4405,true,true,src,true,trimmed_exact,true
6647,atolcd/sdis-remocra,atolcd_sdis-remocra,Implicit Columns,remocra/src/main/java/fr/sdis83/remocra/repository/CriseEvenementRepository.java,315,315,application/query source,ca5af0d9b3a1678d49e56e0c7922a9ef589f3d9bf656cd62a51ce0e3a91f4405,true,true,src,true,mismatch,true
6648,atolcd/sdis-remocra,atolcd_sdis-remocra,Implicit Columns,remocra/src/main/java/fr/sdis83/remocra/repository/CriseEvenementRepository.java,414,414,application/query source,ca5af0d9b3a1678d49e56e0c7922a9ef589f3d9bf656cd62a51ce0e3a91f4405,true,true,src,true,mismatch,true
6649,atolcd/sdis-remocra,atolcd_sdis-remocra,Poor Man's Search Engine,remocra/src/main/java/fr/sdis83/remocra/repository/CriseEvenementRepository.java,727,727,application/query source,ca5af0d9b3a1678d49e56e0c7922a9ef589f3d9bf656cd62a51ce0e3a91f4405,true,true,src,true,trimmed_exact,true
6650,atolcd/sdis-remocra,atolcd_sdis-remocra,Poor Man's Search Engine,remocra/src/main/java/fr/sdis83/remocra/repository/CriseEvenementRepository.java,729,729,application/query source,ca5af0d9b3a1678d49e56e0c7922a9ef589f3d9bf656cd62a51ce0e3a91f4405,true,true,src,true,trimmed_exact,true
6651,atolcd/sdis-remocra,atolcd_sdis-remocra,Poor Man's Search Engine,remocra/src/main/java/fr/sdis83/remocra/repository/CriseEvenementRepository.java,747,747,application/query source,ca5af0d9b3a1678d49e56e0c7922a9ef589f3d9bf656cd62a51ce0e3a91f4405,true,true,src,true,trimmed_exact,true
